	identifier	file	clip	clip_soft	scale	sum_stat	strand_pair	description	assay	source	group	strand
384	CNhs12033+	path/to/data/coverage+.w5	768	384	1.0	sum	385	CAGE:Melanocyte - light,	cage	fantom	fantom	+
386	CNhs12035+	path/to/data/coverage+.w5	768	384	1.0	sum	387	CAGE:Osteoblast - differentiated,	cage	fantom	fantom	+
388	CNhs11316+	path/to/data/coverage+.w5	768	384	1.0	sum	389	CAGE:Mesenchymal Stem Cells - bone marrow,	cage	fantom	fantom	+
390	CNhs11317+	path/to/data/coverage+.w5	768	384	1.0	sum	391	CAGE:Pericytes,	cage	fantom	fantom	+
392	CNhs12620+	path/to/data/coverage+.w5	768	384	1.0	sum	393	CAGE:Fibroblast - Choroid Plexus,	cage	fantom	fantom	+
394	CNhs12080+	path/to/data/coverage+.w5	768	384	1.0	sum	395	CAGE:Meningeal Cells,	cage	fantom	fantom	+
396	CNhs11321+	path/to/data/coverage+.w5	768	384	1.0	sum	397	CAGE:Astrocyte - cerebellum,	cage	fantom	fantom	+
398	CNhs11322+	path/to/data/coverage+.w5	768	384	1.0	sum	399	CAGE:Fibroblast - Lymphatic,	cage	fantom	fantom	+
400	CNhs12622+	path/to/data/coverage+.w5	768	384	1.0	sum	401	CAGE:Esophageal Epithelial Cells,	cage	fantom	fantom	+
402	CNhs11324+	path/to/data/coverage+.w5	768	384	1.0	sum	403	CAGE:Smooth Muscle Cells - Esophageal,	cage	fantom	fantom	+
404	CNhs12084+	path/to/data/coverage+.w5	768	384	1.0	sum	405	CAGE:Alveolar Epithelial Cells,	cage	fantom	fantom	+
406	CNhs12062+	path/to/data/coverage+.w5	768	384	1.0	sum	407	CAGE:Bronchial Epithelial Cell,	cage	fantom	fantom	+
408	CNhs12348+	path/to/data/coverage+.w5	768	384	1.0	sum	409	CAGE:Smooth Muscle Cells - Bronchial,	cage	fantom	fantom	+
410	CNhs12567+	path/to/data/coverage+.w5	768	384	1.0	sum	411	CAGE:Smooth Muscle Cells - Tracheal,	cage	fantom	fantom	+
412	CNhs11330+	path/to/data/coverage+.w5	768	384	1.0	sum	413	CAGE:Renal Proximal Tubular Epithelial Cell,	cage	fantom	fantom	+
414	CNhs11331+	path/to/data/coverage+.w5	768	384	1.0	sum	415	CAGE:Renal Cortical Epithelial Cells,	cage	fantom	fantom	+
416	CNhs11332+	path/to/data/coverage+.w5	768	384	1.0	sum	417	CAGE:Renal Epithelial Cells,	cage	fantom	fantom	+
418	CNhs12121+	path/to/data/coverage+.w5	768	384	1.0	sum	419	CAGE:Renal Mesangial Cells,	cage	fantom	fantom	+
420	CNhs12091+	path/to/data/coverage+.w5	768	384	1.0	sum	421	CAGE:Urothelial Cells,	cage	fantom	fantom	+
422	CNhs12627+	path/to/data/coverage+.w5	768	384	1.0	sum	423	CAGE:Hepatic Stellate Cells (lipocyte),	cage	fantom	fantom	+
424	CNhs12094+	path/to/data/coverage+.w5	768	384	1.0	sum	425	CAGE:Corneal Epithelial Cells,	cage	fantom	fantom	+
426	CNhs12921+	path/to/data/coverage+.w5	768	384	1.0	sum	427	CAGE:Keratocytes,	cage	fantom	fantom	+
428	CNhs11339+	path/to/data/coverage+.w5	768	384	1.0	sum	429	CAGE:Fibroblast - Conjunctival,	cage	fantom	fantom	+
430	CNhs12097+	path/to/data/coverage+.w5	768	384	1.0	sum	431	CAGE:Trabecular Meshwork Cells,	cage	fantom	fantom	+
432	CNhs11341+	path/to/data/coverage+.w5	768	384	1.0	sum	433	CAGE:Amniotic Epithelial Cells,	cage	fantom	fantom	+
434	CNhs11343+	path/to/data/coverage+.w5	768	384	1.0	sum	435	CAGE:Fibroblast - Villous Mesenchymal,	cage	fantom	fantom	+
436	CNhs12101+	path/to/data/coverage+.w5	768	384	1.0	sum	437	CAGE:Mesenchymal Stem Cells - adipose,	cage	fantom	fantom	+
438	CNhs12730+	path/to/data/coverage+.w5	768	384	1.0	sum	439	CAGE:Mesenchymal Stem Cells - hepatic,	cage	fantom	fantom	+
440	CNhs12102+	path/to/data/coverage+.w5	768	384	1.0	sum	441	CAGE:Mesenchymal Stem Cells - umbilical,	cage	fantom	fantom	+
442	CNhs11348+	path/to/data/coverage+.w5	768	384	1.0	sum	443	CAGE:Fibroblast - Mammary,	cage	fantom	fantom	+
444	CNhs11349+	path/to/data/coverage+.w5	768	384	1.0	sum	445	CAGE:Mesenchymal Stem Cells - amniotic membrane,	cage	fantom	fantom	+
446	CNhs11350+	path/to/data/coverage+.w5	768	384	1.0	sum	447	CAGE:Multipotent Cord Blood Unrestricted Somatic Stem Cells,	cage	fantom	fantom	+
448	CNhs11351+	path/to/data/coverage+.w5	768	384	1.0	sum	449	CAGE:Fibroblast - skin normal,	cage	fantom	fantom	+
450	CNhs11352+	path/to/data/coverage+.w5	768	384	1.0	sum	451	CAGE:Fibroblast - skin walker warburg,	cage	fantom	fantom	+
452	CNhs11913+	path/to/data/coverage+.w5	768	384	1.0	sum	453	CAGE:Fibroblast - skin dystrophia myotonica,	cage	fantom	fantom	+
454	CNhs12017+	path/to/data/coverage+.w5	768	384	1.0	sum	455	CAGE:Adipocyte - subcutaneous,	cage	fantom	fantom	+
456	CNhs11923+	path/to/data/coverage+.w5	768	384	1.0	sum	457	CAGE:Chondrocyte - de diff,	cage	fantom	fantom	+
458	CNhs12021+	path/to/data/coverage+.w5	768	384	1.0	sum	459	CAGE:Chondrocyte - re diff,	cage	fantom	fantom	+
460	CNhs11925+	path/to/data/coverage+.w5	768	384	1.0	sum	461	CAGE:Endothelial Cells - Microvascular,	cage	fantom	fantom	+
462	CNhs11377+	path/to/data/coverage+.w5	768	384	1.0	sum	463	CAGE:Endothelial Cells - Vein,	cage	fantom	fantom	+
464	CNhs12061+	path/to/data/coverage+.w5	768	384	1.0	sum	465	CAGE:Fibroblast - Cardiac,	cage	fantom	fantom	+
466	CNhs12499+	path/to/data/coverage+.w5	768	384	1.0	sum	467	CAGE:Fibroblast - Dermal,	cage	fantom	fantom	+
468	CNhs11380+	path/to/data/coverage+.w5	768	384	1.0	sum	469	CAGE:Fibroblast - Lung,	cage	fantom	fantom	+
470	CNhs11676+	path/to/data/coverage+.w5	768	384	1.0	sum	471	CAGE:uterus, adult, pool1	cage	fantom	fantom	+
472	CNhs11677+	path/to/data/coverage+.w5	768	384	1.0	sum	473	CAGE:salivary gland, adult, pool1	cage	fantom	fantom	+
474	CNhs11680+	path/to/data/coverage+.w5	768	384	1.0	sum	475	CAGE:lung, fetal,	cage	fantom	fantom	+
476	CNhs11714+	path/to/data/coverage+.w5	768	384	1.0	sum	477	CAGE:chronic lymphocytic leukemia (T-CLL) cell line:SKW-3	cage	fantom	fantom	+
478	CNhs11715+	path/to/data/coverage+.w5	768	384	1.0	sum	479	CAGE:Hodgkin's lymphoma cell line:HD-Mar2	cage	fantom	fantom	+
480	CNhs11716+	path/to/data/coverage+.w5	768	384	1.0	sum	481	CAGE:papillary adenocarcinoma cell line:8505C	cage	fantom	fantom	+
482	CNhs11717+	path/to/data/coverage+.w5	768	384	1.0	sum	483	CAGE:oral squamous cell carcinoma cell line:HSC-3	cage	fantom	fantom	+
484	CNhs11718+	path/to/data/coverage+.w5	768	384	1.0	sum	485	CAGE:mesenchymal stem cell line:Hu5/E18	cage	fantom	fantom	+
486	CNhs11722+	path/to/data/coverage+.w5	768	384	1.0	sum	487	CAGE:leiomyoma cell line:10964C	cage	fantom	fantom	+
488	CNhs11723+	path/to/data/coverage+.w5	768	384	1.0	sum	489	CAGE:leiomyoma cell line:15242A	cage	fantom	fantom	+
490	CNhs11724+	path/to/data/coverage+.w5	768	384	1.0	sum	491	CAGE:leiomyoma cell line:15425	cage	fantom	fantom	+
492	CNhs11725+	path/to/data/coverage+.w5	768	384	1.0	sum	493	CAGE:argyrophil small cell carcinoma cell line:TC-YIK	cage	fantom	fantom	+
494	CNhs11726+	path/to/data/coverage+.w5	768	384	1.0	sum	495	CAGE:testicular germ cell embryonal carcinoma cell line:NEC8	cage	fantom	fantom	+
496	CNhs11728+	path/to/data/coverage+.w5	768	384	1.0	sum	497	CAGE:Wilms' tumor cell line:HFWT	cage	fantom	fantom	+
498	CNhs11729+	path/to/data/coverage+.w5	768	384	1.0	sum	499	CAGE:myxofibrosarcoma cell line:MFH-ino	cage	fantom	fantom	+
500	CNhs11731+	path/to/data/coverage+.w5	768	384	1.0	sum	501	CAGE:embryonic pancreas cell line:1B2C6	cage	fantom	fantom	+
502	CNhs11732+	path/to/data/coverage+.w5	768	384	1.0	sum	503	CAGE:embryonic pancreas cell line:1C3D3	cage	fantom	fantom	+
504	CNhs11733+	path/to/data/coverage+.w5	768	384	1.0	sum	505	CAGE:embryonic pancreas cell line:1C3IKEI	cage	fantom	fantom	+
506	CNhs11734+	path/to/data/coverage+.w5	768	384	1.0	sum	507	CAGE:small-cell gastrointestinal carcinoma cell line:ECC4	cage	fantom	fantom	+
508	CNhs11736+	path/to/data/coverage+.w5	768	384	1.0	sum	509	CAGE:small cell gastrointestinal carcinoma cell line:ECC10	cage	fantom	fantom	+
510	CNhs11737+	path/to/data/coverage+.w5	768	384	1.0	sum	511	CAGE:gastric adenocarcinoma cell line:MKN1	cage	fantom	fantom	+
512	CNhs11738+	path/to/data/coverage+.w5	768	384	1.0	sum	513	CAGE:gastrointestinal carcinoma cell line:ECC12	cage	fantom	fantom	+
514	CNhs11739+	path/to/data/coverage+.w5	768	384	1.0	sum	515	CAGE:squamous cell carcinoma cell line:T3M-5	cage	fantom	fantom	+
516	CNhs11740+	path/to/data/coverage+.w5	768	384	1.0	sum	517	CAGE:granulosa cell tumor cell line:KGN	cage	fantom	fantom	+
518	CNhs11741+	path/to/data/coverage+.w5	768	384	1.0	sum	519	CAGE:diffuse large B-cell lymphoma cell line:CTB-1	cage	fantom	fantom	+
520	CNhs11742+	path/to/data/coverage+.w5	768	384	1.0	sum	521	CAGE:hepatoblastoma cell line:HuH-6	cage	fantom	fantom	+
522	CNhs11744+	path/to/data/coverage+.w5	768	384	1.0	sum	523	CAGE:neuroectodermal tumor cell line:FU-RPNT-1	cage	fantom	fantom	+
524	CNhs11745+	path/to/data/coverage+.w5	768	384	1.0	sum	525	CAGE:clear cell carcinoma cell line:JHOC-5	cage	fantom	fantom	+
526	CNhs11746+	path/to/data/coverage+.w5	768	384	1.0	sum	527	CAGE:serous adenocarcinoma cell line:JHOS-2	cage	fantom	fantom	+
528	CNhs11747+	path/to/data/coverage+.w5	768	384	1.0	sum	529	CAGE:carcinosarcoma cell line:JHUCS-1	cage	fantom	fantom	+
530	CNhs11748+	path/to/data/coverage+.w5	768	384	1.0	sum	531	CAGE:endometrioid adenocarcinoma cell line:JHUEM-1	cage	fantom	fantom	+
532	CNhs11749+	path/to/data/coverage+.w5	768	384	1.0	sum	533	CAGE:squamous cell carcinoma cell line:JHUS-nk1	cage	fantom	fantom	+
534	CNhs11750+	path/to/data/coverage+.w5	768	384	1.0	sum	535	CAGE:lens epithelial cell line:SRA 01/04	cage	fantom	fantom	+
536	CNhs11752+	path/to/data/coverage+.w5	768	384	1.0	sum	537	CAGE:mucinous adenocarcinoma cell line:JHOM-1	cage	fantom	fantom	+
538	CNhs11753+	path/to/data/coverage+.w5	768	384	1.0	sum	539	CAGE:neuroectodermal tumor cell line:FU-RPNT-2	cage	fantom	fantom	+
540	CNhs11755+	path/to/data/coverage+.w5	768	384	1.0	sum	541	CAGE:smooth muscle, adult, pool1	cage	fantom	fantom	+
542	CNhs11756+	path/to/data/coverage+.w5	768	384	1.0	sum	543	CAGE:pancreas, adult,	cage	fantom	fantom	+
544	CNhs11757+	path/to/data/coverage+.w5	768	384	1.0	sum	545	CAGE:heart, adult, diseased post-infarction,	cage	fantom	fantom	+
546	CNhs11758+	path/to/data/coverage+.w5	768	384	1.0	sum	547	CAGE:heart, adult, diseased,	cage	fantom	fantom	+
548	CNhs11760+	path/to/data/coverage+.w5	768	384	1.0	sum	549	CAGE:aorta, adult, pool1	cage	fantom	fantom	+
550	CNhs11761+	path/to/data/coverage+.w5	768	384	1.0	sum	551	CAGE:blood, adult, pool1	cage	fantom	fantom	+
552	CNhs11762+	path/to/data/coverage+.w5	768	384	1.0	sum	553	CAGE:eye, fetal,	cage	fantom	fantom	+
554	CNhs11763+	path/to/data/coverage+.w5	768	384	1.0	sum	555	CAGE:uterus, fetal,	cage	fantom	fantom	+
556	CNhs11764+	path/to/data/coverage+.w5	768	384	1.0	sum	557	CAGE:spinal cord, fetal,	cage	fantom	fantom	+
558	CNhs11765+	path/to/data/coverage+.w5	768	384	1.0	sum	559	CAGE:umbilical cord, fetal,	cage	fantom	fantom	+
560	CNhs11766+	path/to/data/coverage+.w5	768	384	1.0	sum	561	CAGE:trachea, fetal,	cage	fantom	fantom	+
562	CNhs11768+	path/to/data/coverage+.w5	768	384	1.0	sum	563	CAGE:tongue, fetal,	cage	fantom	fantom	+
564	CNhs11769+	path/to/data/coverage+.w5	768	384	1.0	sum	565	CAGE:thyroid, fetal,	cage	fantom	fantom	+
566	CNhs11770+	path/to/data/coverage+.w5	768	384	1.0	sum	567	CAGE:throat, fetal,	cage	fantom	fantom	+
568	CNhs11771+	path/to/data/coverage+.w5	768	384	1.0	sum	569	CAGE:stomach, fetal,	cage	fantom	fantom	+
570	CNhs11772+	path/to/data/coverage+.w5	768	384	1.0	sum	571	CAGE:temporal lobe, fetal, , tech_	cage	fantom	fantom	+
572	CNhs11773+	path/to/data/coverage+.w5	768	384	1.0	sum	573	CAGE:small intestine, fetal,	cage	fantom	fantom	+
574	CNhs11774+	path/to/data/coverage+.w5	768	384	1.0	sum	575	CAGE:skin, fetal,	cage	fantom	fantom	+
576	CNhs11776+	path/to/data/coverage+.w5	768	384	1.0	sum	577	CAGE:skeletal muscle, fetal,	cage	fantom	fantom	+
578	CNhs11777+	path/to/data/coverage+.w5	768	384	1.0	sum	579	CAGE:rectum, fetal,	cage	fantom	fantom	+
580	CNhs11779+	path/to/data/coverage+.w5	768	384	1.0	sum	581	CAGE:diaphragm, fetal,	cage	fantom	fantom	+
582	CNhs11780+	path/to/data/coverage+.w5	768	384	1.0	sum	583	CAGE:colon, fetal,	cage	fantom	fantom	+
584	CNhs11781+	path/to/data/coverage+.w5	768	384	1.0	sum	585	CAGE:duodenum, fetal, , tech_	cage	fantom	fantom	+
586	CNhs11782+	path/to/data/coverage+.w5	768	384	1.0	sum	587	CAGE:parietal lobe, fetal,	cage	fantom	fantom	+
588	CNhs11784+	path/to/data/coverage+.w5	768	384	1.0	sum	589	CAGE:occipital lobe, fetal,	cage	fantom	fantom	+
590	CNhs11785+	path/to/data/coverage+.w5	768	384	1.0	sum	591	CAGE:skin, adult,	cage	fantom	fantom	+
592	CNhs11786+	path/to/data/coverage+.w5	768	384	1.0	sum	593	CAGE:lung, right lower lobe, adult,	cage	fantom	fantom	+
594	CNhs11787+	path/to/data/coverage+.w5	768	384	1.0	sum	595	CAGE:occipital lobe, adult,	cage	fantom	fantom	+
596	CNhs11788+	path/to/data/coverage+.w5	768	384	1.0	sum	597	CAGE:lymph node, adult,	cage	fantom	fantom	+
598	CNhs11789+	path/to/data/coverage+.w5	768	384	1.0	sum	599	CAGE:left ventricle, adult,	cage	fantom	fantom	+
600	CNhs11790+	path/to/data/coverage+.w5	768	384	1.0	sum	601	CAGE:left atrium, adult,	cage	fantom	fantom	+
602	CNhs11792+	path/to/data/coverage+.w5	768	384	1.0	sum	603	CAGE:breast, adult,	cage	fantom	fantom	+
604	CNhs11793+	path/to/data/coverage+.w5	768	384	1.0	sum	605	CAGE:adrenal gland, adult, pool1	cage	fantom	fantom	+
606	CNhs11794+	path/to/data/coverage+.w5	768	384	1.0	sum	607	CAGE:colon, adult,	cage	fantom	fantom	+
608	CNhs11795+	path/to/data/coverage+.w5	768	384	1.0	sum	609	CAGE:cerebellum, adult, pool1	cage	fantom	fantom	+
610	CNhs11796+	path/to/data/coverage+.w5	768	384	1.0	sum	611	CAGE:brain, adult,	cage	fantom	fantom	+
612	CNhs11797+	path/to/data/coverage+.w5	768	384	1.0	sum	613	CAGE:brain, fetal, pool1	cage	fantom	fantom	+
614	CNhs11798+	path/to/data/coverage+.w5	768	384	1.0	sum	615	CAGE:liver, fetal, pool1	cage	fantom	fantom	+
616	CNhs11810+	path/to/data/coverage+.w5	768	384	1.0	sum	617	CAGE:oral squamous cell carcinoma cell line:SAS	cage	fantom	fantom	+
618	CNhs11811+	path/to/data/coverage+.w5	768	384	1.0	sum	619	CAGE:neuroblastoma cell line:NH-12	cage	fantom	fantom	+
620	CNhs11812+	path/to/data/coverage+.w5	768	384	1.0	sum	621	CAGE:small cell lung carcinoma cell line:WA-hT	cage	fantom	fantom	+
622	CNhs11813+	path/to/data/coverage+.w5	768	384	1.0	sum	623	CAGE:xeroderma pigentosum b cell line:XPL 17	cage	fantom	fantom	+
624	CNhs11814+	path/to/data/coverage+.w5	768	384	1.0	sum	625	CAGE:embryonic pancreas cell line:2C6	cage	fantom	fantom	+
626	CNhs11818+	path/to/data/coverage+.w5	768	384	1.0	sum	627	CAGE:neuroblastoma cell line:NBsusSR	cage	fantom	fantom	+
628	CNhs11819+	path/to/data/coverage+.w5	768	384	1.0	sum	629	CAGE:gastric adenocarcinoma cell line:MKN45	cage	fantom	fantom	+
630	CNhs11820+	path/to/data/coverage+.w5	768	384	1.0	sum	631	CAGE:choriocarcinoma cell line:T3M-3	cage	fantom	fantom	+
632	CNhs11821+	path/to/data/coverage+.w5	768	384	1.0	sum	633	CAGE:myxofibrosarcoma cell line:NMFH-1	cage	fantom	fantom	+
634	CNhs11822+	path/to/data/coverage+.w5	768	384	1.0	sum	635	CAGE:Krukenberg tumor cell line:HSKTC	cage	fantom	fantom	+
636	CNhs11824+	path/to/data/coverage+.w5	768	384	1.0	sum	637	CAGE:glassy cell carcinoma cell line:HOKUG	cage	fantom	fantom	+
638	CNhs11825+	path/to/data/coverage+.w5	768	384	1.0	sum	639	CAGE:large cell non-keratinizing squamous carcinoma cell line:SKG-II-SF	cage	fantom	fantom	+
640	CNhs11827+	path/to/data/coverage+.w5	768	384	1.0	sum	641	CAGE:serous cystadenocarcinoma cell line:HTOA	cage	fantom	fantom	+
642	CNhs11828+	path/to/data/coverage+.w5	768	384	1.0	sum	643	CAGE:tridermal teratoma cell line:HGRT	cage	fantom	fantom	+
644	CNhs11829+	path/to/data/coverage+.w5	768	384	1.0	sum	645	CAGE:sacrococcigeal teratoma cell line:HTST	cage	fantom	fantom	+
646	CNhs11830+	path/to/data/coverage+.w5	768	384	1.0	sum	647	CAGE:peripheral neuroectodermal tumor cell line:KU-SN	cage	fantom	fantom	+
648	CNhs11832+	path/to/data/coverage+.w5	768	384	1.0	sum	649	CAGE:pancreatic carcinoma cell line:NOR-P1	cage	fantom	fantom	+
650	CNhs11833+	path/to/data/coverage+.w5	768	384	1.0	sum	651	CAGE:chondrosarcoma cell line:SW 1353	cage	fantom	fantom	+
652	CNhs11834+	path/to/data/coverage+.w5	768	384	1.0	sum	653	CAGE:carcinoid cell line:NCI-H1770	cage	fantom	fantom	+
654	CNhs11835+	path/to/data/coverage+.w5	768	384	1.0	sum	655	CAGE:osteoclastoma cell line:Hs 706.T	cage	fantom	fantom	+
656	CNhs11836+	path/to/data/coverage+.w5	768	384	1.0	sum	657	CAGE:Ewing's sarcoma cell line:Hs 863.T	cage	fantom	fantom	+
658	CNhs11837+	path/to/data/coverage+.w5	768	384	1.0	sum	659	CAGE:transitional cell carcinoma cell line:Hs 769.T	cage	fantom	fantom	+
660	CNhs11838+	path/to/data/coverage+.w5	768	384	1.0	sum	661	CAGE:alveolar cell carcinoma cell line:SW 1573	cage	fantom	fantom	+
662	CNhs11840+	path/to/data/coverage+.w5	768	384	1.0	sum	663	CAGE:bronchioalveolar carcinoma cell line:NCI-H358	cage	fantom	fantom	+
664	CNhs11841+	path/to/data/coverage+.w5	768	384	1.0	sum	665	CAGE:bronchogenic carcinoma cell line:ChaGo-K-1	cage	fantom	fantom	+
666	CNhs11842+	path/to/data/coverage+.w5	768	384	1.0	sum	667	CAGE:fibrous histiocytoma cell line:GCT TIB-223	cage	fantom	fantom	+
668	CNhs11843+	path/to/data/coverage+.w5	768	384	1.0	sum	669	CAGE:hairy cell leukemia cell line:Mo	cage	fantom	fantom	+
670	CNhs11844+	path/to/data/coverage+.w5	768	384	1.0	sum	671	CAGE:acantholytic squamous carcinoma cell line:HCC1806	cage	fantom	fantom	+
672	CNhs11845+	path/to/data/coverage+.w5	768	384	1.0	sum	673	CAGE:biphenotypic B myelomonocytic leukemia cell line:MV-4-11	cage	fantom	fantom	+
674	CNhs11846+	path/to/data/coverage+.w5	768	384	1.0	sum	675	CAGE:carcinoid cell line:SK-PN-DW	cage	fantom	fantom	+
676	CNhs11848+	path/to/data/coverage+.w5	768	384	1.0	sum	677	CAGE:leiomyoblastoma cell line:G-402	cage	fantom	fantom	+
678	CNhs11849+	path/to/data/coverage+.w5	768	384	1.0	sum	679	CAGE:pharyngeal carcinoma cell line:Detroit 562	cage	fantom	fantom	+
680	CNhs11851+	path/to/data/coverage+.w5	768	384	1.0	sum	681	CAGE:liposarcoma cell line:SW 872	cage	fantom	fantom	+
682	CNhs11852+	path/to/data/coverage+.w5	768	384	1.0	sum	683	CAGE:lymphangiectasia cell line:DS-1	cage	fantom	fantom	+
684	CNhs11853+	path/to/data/coverage+.w5	768	384	1.0	sum	685	CAGE:neuroepithelioma cell line:SK-N-MC	cage	fantom	fantom	+
686	CNhs11854+	path/to/data/coverage+.w5	768	384	1.0	sum	687	CAGE:neurofibroma cell line:Hs 53.T	cage	fantom	fantom	+
688	CNhs11856+	path/to/data/coverage+.w5	768	384	1.0	sum	689	CAGE:pagetoid sarcoma cell line:Hs 925.T	cage	fantom	fantom	+
690	CNhs11857+	path/to/data/coverage+.w5	768	384	1.0	sum	691	CAGE:spindle cell sarcoma cell line:Hs 132.T	cage	fantom	fantom	+
692	CNhs11858+	path/to/data/coverage+.w5	768	384	1.0	sum	693	CAGE:mycosis fungoides, T cell lymphoma cell line:HuT 102 TIB-162	cage	fantom	fantom	+
694	CNhs11859+	path/to/data/coverage+.w5	768	384	1.0	sum	695	CAGE:leukemia, chronic megakaryoblastic cell line:MEG-01	cage	fantom	fantom	+
696	CNhs11860+	path/to/data/coverage+.w5	768	384	1.0	sum	697	CAGE:fibrosarcoma cell line:HT-1080	cage	fantom	fantom	+
698	CNhs11861+	path/to/data/coverage+.w5	768	384	1.0	sum	699	CAGE:medulloblastoma cell line:ONS-76	cage	fantom	fantom	+
700	CNhs11862+	path/to/data/coverage+.w5	768	384	1.0	sum	701	CAGE:bronchial squamous cell carcinoma cell line:KNS-62	cage	fantom	fantom	+
702	CNhs11864+	path/to/data/coverage+.w5	768	384	1.0	sum	703	CAGE:acute myeloid leukemia (FAB M2) cell line:NKM-1	cage	fantom	fantom	+
704	CNhs11865+	path/to/data/coverage+.w5	768	384	1.0	sum	705	CAGE:chronic myelogenous leukemia (CML) cell line:MEG-A2	cage	fantom	fantom	+
706	CNhs11866+	path/to/data/coverage+.w5	768	384	1.0	sum	707	CAGE:neuroectodermal tumor cell line:TASK1	cage	fantom	fantom	+
708	CNhs11867+	path/to/data/coverage+.w5	768	384	1.0	sum	709	CAGE:NK T cell leukemia cell line:KHYG-1	cage	fantom	fantom	+
710	CNhs11868+	path/to/data/coverage+.w5	768	384	1.0	sum	711	CAGE:hepatic mesenchymal tumor cell line:LI90	cage	fantom	fantom	+
712	CNhs11869+	path/to/data/coverage+.w5	768	384	1.0	sum	713	CAGE:somatostatinoma cell line:QGP-1	cage	fantom	fantom	+
714	CNhs11870+	path/to/data/coverage+.w5	768	384	1.0	sum	715	CAGE:liposarcoma cell line:KMLS-1	cage	fantom	fantom	+
716	CNhs11872+	path/to/data/coverage+.w5	768	384	1.0	sum	717	CAGE:thyroid carcinoma cell line:TCO-1	cage	fantom	fantom	+
718	CNhs11873+	path/to/data/coverage+.w5	768	384	1.0	sum	719	CAGE:mucinous cystadenocarcinoma cell line:MCAS	cage	fantom	fantom	+
720	CNhs11875+	path/to/data/coverage+.w5	768	384	1.0	sum	721	CAGE:choriocarcinoma cell line:SCH	cage	fantom	fantom	+
722	CNhs11876+	path/to/data/coverage+.w5	768	384	1.0	sum	723	CAGE:testicular germ cell embryonal carcinoma cell line:ITO-II	cage	fantom	fantom	+
724	CNhs11877+	path/to/data/coverage+.w5	768	384	1.0	sum	725	CAGE:rhabdomyosarcoma cell line:KYM-1	cage	fantom	fantom	+
726	CNhs11878+	path/to/data/coverage+.w5	768	384	1.0	sum	727	CAGE:teratocarcinoma cell line:NCC-IT-A3	cage	fantom	fantom	+
728	CNhs11880+	path/to/data/coverage+.w5	768	384	1.0	sum	729	CAGE:keratoacanthoma cell line:HKA-1	cage	fantom	fantom	+
730	CNhs11881+	path/to/data/coverage+.w5	768	384	1.0	sum	731	CAGE:anaplastic large cell lymphoma cell line:Ki-JK	cage	fantom	fantom	+
732	CNhs11882+	path/to/data/coverage+.w5	768	384	1.0	sum	733	CAGE:adenocarcinoma cell line:IM95m	cage	fantom	fantom	+
734	CNhs11883+	path/to/data/coverage+.w5	768	384	1.0	sum	735	CAGE:tubular adenocarcinoma cell line:SUIT-2	cage	fantom	fantom	+
736	CNhs11884+	path/to/data/coverage+.w5	768	384	1.0	sum	737	CAGE:teratocarcinoma cell line:NCR-G1	cage	fantom	fantom	+
738	CNhs11885+	path/to/data/coverage+.w5	768	384	1.0	sum	739	CAGE:small cell cervical cancer cell line:HCSC-1	cage	fantom	fantom	+
740	CNhs11886+	path/to/data/coverage+.w5	768	384	1.0	sum	741	CAGE:chronic myeloblastic leukemia (CML) cell line:KCL-22	cage	fantom	fantom	+
742	CNhs11888+	path/to/data/coverage+.w5	768	384	1.0	sum	743	CAGE:acute myeloid leukemia (FAB M7) cell line:MKPL-1	cage	fantom	fantom	+
744	CNhs11889+	path/to/data/coverage+.w5	768	384	1.0	sum	745	CAGE:anaplastic squamous cell carcinoma cell line:RPMI 2650	cage	fantom	fantom	+
746	CNhs11890+	path/to/data/coverage+.w5	768	384	1.0	sum	747	CAGE:teratocarcinoma cell line:PA-1	cage	fantom	fantom	+
748	CNhs11891+	path/to/data/coverage+.w5	768	384	1.0	sum	749	CAGE:hereditary spherocytic anemia cell line:WIL2-NS	cage	fantom	fantom	+
750	CNhs11892+	path/to/data/coverage+.w5	768	384	1.0	sum	751	CAGE:Wilms' tumor cell line:G-401	cage	fantom	fantom	+
